Init_time: B7-52-BC-50-13-F2_2021-11-08T13:33:18-03:00.txt
Duration,1008,DeviceMAC,B7:52:BC:50:13:F2
timeSeconds,tempOral,tempNasal,signalPeriodSec,signalFrequencyBpm,dateTime
114.920,30.5339,29.3103,2.4533,24.4565,114.9
114.960,30.5136,29.3043,2.4533,24.4565,115.0
115.000,30.4933,29.2984,2.4533,24.4565,115.0
115.040,30.4731,29.2925,2.4533,24.4565,115.0
115.080,30.4400,29.2812,2.4533,24.4565,115.1
115.120,30.3207,29.2588,2.4533,24.4565,115.1
115.160,30.2843,29.2498,2.4533,24.4565,115.2
115.200,30.2423,29.2389,2.4533,24.4565,115.2
115.240,30.2252,29.2370,2.4533,24.4565,115.2
115.280,30.2081,29.2350,2.4533,24.4565,115.3
115.320,30.1653,29.2232,2.4533,24.4565,115.3
115.360,30.0842,29.2062,2.4533,24.4565,115.4
115.400,30.0680,29.2016,2.4533,24.4565,115.4
115.440,30.0519,29.1971,2.4533,24.4565,115.4
115.480,30.0336,29.1978,2.4533,24.4565,115.5
115.520,30.0035,29.1906,2.4533,24.4565,115.5
115.560,29.9819,29.1934,2.4533,24.4565,115.6
115.600,29.9829,29.1953,2.4533,24.4565,115.6
115.640,29.9832,29.1956,2.4533,24.4565,115.6
115.680,29.9835,29.1959,2.4533,24.4565,115.7
115.720,29.9838,29.1963,2.4533,24.4565,115.7
115.760,29.9842,29.1966,2.4533,24.4565,115.8
115.800,29.9845,29.1970,2.4533,24.4565,115.8
115.840,29.9848,29.1973,2.4533,24.4565,115.8
115.880,29.9851,29.1977,2.3467,25.5682,115.9
115.920,29.9855,29.1980,2.3467,25.5682,115.9
115.960,29.9858,29.1984,2.3467,25.5682,116.0
116.000,29.9948,29.2035,2.3467,25.5682,116.0
116.040,30.2593,29.2841,2.3467,25.5682,116.0
116.080,30.2897,29.3087,2.3467,25.5682,116.1
116.120,30.3277,29.3255,2.3467,25.5682,116.1
116.160,30.3424,29.3276,2.3467,25.5682,116.2
116.200,30.3570,29.3298,2.3467,25.5682,116.2
116.240,30.4250,29.3529,2.3467,25.5682,116.2
116.280,30.4536,29.3614,2.3467,25.5682,116.3
116.320,30.4828,29.3708,2.3467,25.5682,116.3
116.360,30.5072,29.3784,2.3467,25.5682,116.4
116.400,30.5347,29.3871,2.3467,25.5682,116.4
116.440,30.5407,29.3872,2.3467,25.5682,116.4
116.480,30.5467,29.3872,2.3467,25.5682,116.5
116.520,30.5527,29.3872,2.3467,25.5682,116.5
116.560,30.5743,29.3644,2.3467,25.5682,116.6
116.600,30.5781,29.3591,2.3467,25.5682,116.6
116.640,30.5756,29.3548,2.3467,25.5682,116.6
116.680,30.5730,29.3505,2.3467,25.5682,116.7
116.720,30.5659,29.3398,2.3467,25.5682,116.7
116.760,30.5434,29.3143,2.3467,25.5682,116.8
116.800,30.5322,29.3017,2.3467,25.5682,116.8
116.840,30.5244,29.2926,2.3467,25.5682,116.8
116.880,30.5111,29.2809,2.3467,25.5682,116.9
116.920,30.4993,29.2732,2.3467,25.5682,116.9
116.960,30.4824,29.2612,2.3467,25.5682,117.0
117.000,30.4717,29.2515,2.3467,25.5682,117.0
117.040,30.4587,29.2429,2.3467,25.5682,117.0
117.080,30.4442,29.2353,2.3467,25.5682,117.1
117.120,30.4332,29.2249,2.3467,25.5682,117.1
117.160,30.4217,29.2172,2.3467,25.5682,117.2
117.200,30.4109,29.2113,2.3467,25.5682,117.2
117.240,30.3944,29.2028,2.3467,25.5682,117.2
117.280,30.3786,29.1945,2.3467,25.5682,117.3
117.320,30.3668,29.1893,2.3467,25.5682,117.3
117.360,30.3550,29.1839,2.3467,25.5682,117.4
117.400,30.3409,29.1770,2.3467,25.5682,117.4
117.440,30.3281,29.1753,2.3467,25.5682,117.4
117.480,30.3221,29.1736,2.3467,25.5682,117.5
117.520,30.3186,29.1748,2.3467,25.5682,117.5
117.560,30.3150,29.1761,2.3467,25.5682,117.6
117.600,30.3115,29.1773,2.3467,25.5682,117.6
117.640,30.2974,29.1707,2.3467,25.5682,117.6
117.680,30.2834,29.1641,2.3467,25.5682,117.7
117.720,30.2750,29.1679,2.3467,25.5682,117.7
117.760,30.2689,29.1678,2.3467,25.5682,117.8
117.800,30.2703,29.1713,2.3467,25.5682,117.8
117.840,30.2717,29.1748,2.3467,25.5682,117.8
117.880,30.2676,29.1715,2.3467,25.5682,117.9
117.920,30.2626,29.1665,2.3467,25.5682,117.9
117.960,30.2582,29.1720,2.3467,25.5682,118.0
118.000,30.2642,29.1749,2.3467,25.5682,118.0
118.040,30.2671,29.1759,2.4267,24.7253,118.0
118.080,30.2599,29.1712,2.4267,24.7253,118.1
118.120,30.2639,29.1721,2.4267,24.7253,118.1
118.160,30.2679,29.1730,2.4267,24.7253,118.2
118.200,30.2636,29.1745,2.4267,24.7253,118.2
118.240,30.2630,29.1772,2.4267,24.7253,118.2
118.280,30.2607,29.1778,2.4267,24.7253,118.3
118.320,30.2696,29.1864,2.4267,24.7253,118.3
118.360,30.2698,29.1858,2.4267,24.7253,118.4
118.400,30.2699,29.1852,2.4267,24.7253,118.4
118.440,30.2584,29.1804,2.4267,24.7253,118.4
118.480,30.2554,29.1791,2.4267,24.7253,118.5
118.520,30.2499,29.1801,2.4267,24.7253,118.5
118.560,30.2427,29.1754,2.4267,24.7253,118.6
118.600,30.2273,29.1731,2.4267,24.7253,118.6
118.640,30.2174,29.1707,2.4267,24.7253,118.6
118.680,30.1968,29.1677,2.4267,24.7253,118.7
118.720,30.1829,29.1663,2.4267,24.7253,118.7
118.760,30.1604,29.1579,2.4267,24.7253,118.8
118.800,30.1441,29.1587,2.4267,24.7253,118.8
118.840,30.1167,29.1522,2.4267,24.7253,118.8
118.880,30.0935,29.1477,2.4267,24.7253,118.9
118.920,30.0638,29.1427,2.4267,24.7253,118.9
118.960,30.0415,29.1421,2.4267,24.7253,119.0
119.000,30.0224,29.1329,2.4267,24.7253,119.0
119.040,29.9930,29.1254,2.4267,24.7253,119.0
119.080,29.9693,29.1225,2.4267,24.7253,119.1
119.120,29.9515,29.1223,2.4267,24.7253,119.1
119.160,29.9270,29.1122,2.4267,24.7253,119.2
119.200,29.9082,29.1103,2.4267,24.7253,119.2
119.240,29.8947,29.1087,2.4267,24.7253,119.2
119.280,29.8802,29.1058,2.4267,24.7253,119.3
119.320,29.8667,29.1078,2.4267,24.7253,119.3
119.360,29.8537,29.1056,2.4267,24.7253,119.4
119.400,29.8497,29.1029,2.4267,24.7253,119.4
119.440,29.8456,29.1002,2.4267,24.7253,119.4
119.480,29.8465,29.1075,2.4267,24.7253,119.5
119.520,29.8447,29.1115,2.4267,24.7253,119.5
119.560,29.8474,29.1128,2.4267,24.7253,119.6
119.600,29.8524,29.1182,2.4267,24.7253,119.6
119.640,29.8636,29.1239,2.1867,27.4390,119.6
119.680,29.8788,29.1323,2.1867,27.4390,119.7
119.720,29.8855,29.1372,2.1867,27.4390,119.7
119.760,29.8970,29.1432,2.1867,27.4390,119.8
119.800,29.9053,29.1469,2.1867,27.4390,119.8
119.840,29.9137,29.1506,2.1867,27.4390,119.8
119.880,29.9476,29.1596,2.1867,27.4390,119.9
119.920,29.9627,29.1725,2.1867,27.4390,119.9
119.960,29.9814,29.1786,2.1867,27.4390,120.0
120.000,30.0017,29.1910,2.1867,27.4390,120.0
120.040,30.0255,29.2007,2.1867,27.4390,120.0
120.080,30.0462,29.2067,2.1867,27.4390,120.1
120.120,30.0600,29.2147,2.1867,27.4390,120.1
120.160,30.0646,29.2176,2.1867,27.4390,120.2
120.200,30.0691,29.2204,2.1867,27.4390,120.2
120.240,30.0737,29.2232,2.1867,27.4390,120.2
120.280,30.0837,29.2254,2.1867,27.4390,120.3
120.320,30.0938,29.2276,2.1867,27.4390,120.3
120.360,30.1501,29.2375,2.1867,27.4390,120.4
120.400,30.1657,29.2453,2.1867,27.4390,120.4
120.440,30.1671,29.2315,2.1867,27.4390,120.4
120.480,30.1695,29.2294,2.1867,27.4390,120.5
120.520,30.1719,29.2274,2.1867,27.4390,120.5
120.560,30.1792,29.2266,2.1867,27.4390,120.6
120.600,30.1761,29.2145,2.1867,27.4390,120.6
120.640,30.1674,29.2122,2.1867,27.4390,120.6
120.680,30.1604,29.2063,2.1867,27.4390,120.7
120.720,30.1479,29.2012,2.1867,27.4390,120.7
120.760,30.1461,29.1953,2.1867,27.4390,120.8
120.800,30.1312,29.1883,2.1867,27.4390,120.8
120.840,30.1205,29.1838,2.1867,27.4390,120.8
120.880,30.1101,29.1812,2.1867,27.4390,120.9
120.920,30.0998,29.1786,2.1867,27.4390,120.9
120.960,30.0890,29.1702,2.1867,27.4390,121.0
121.000,30.0498,29.1581,2.1867,27.4390,121.0
121.040,30.0405,29.1571,2.1867,27.4390,121.0
121.080,30.0200,29.1551,2.1867,27.4390,121.1
121.120,30.0040,29.1458,2.1867,27.4390,121.1
121.160,29.9915,29.1448,2.1867,27.4390,121.2
121.200,29.9779,29.1403,2.1867,27.4390,121.2
121.240,29.9656,29.1404,2.1867,27.4390,121.2
121.280,29.9549,29.1323,2.1867,27.4390,121.3
121.320,29.9383,29.1340,2.1867,27.4390,121.3
121.360,29.9273,29.1262,2.1867,27.4390,121.4
121.400,29.9209,29.1283,2.1867,27.4390,121.4
121.440,29.9166,29.1276,2.1867,27.4390,121.4
121.480,29.9137,29.1304,2.1867,27.4390,121.5
121.520,29.9109,29.1333,2.1867,27.4390,121.5
121.560,29.9035,29.1270,2.1867,27.4390,121.6
121.600,29.8961,29.1207,2.1867,27.4390,121.6
121.640,29.8879,29.1258,2.1867,27.4390,121.6
121.680,29.8819,29.1193,2.1867,27.4390,121.7
121.720,29.8731,29.1246,2.1867,27.4390,121.7
121.760,29.8643,29.1224,2.1867,27.4390,121.8
121.800,29.8631,29.1239,2.1867,27.4390,121.8
121.840,29.8538,29.1234,2.1867,27.4390,121.8
121.880,29.8507,29.1202,2.1867,27.4390,121.9
121.920,29.8476,29.1176,2.1867,27.4390,121.9
121.960,29.8464,29.1177,2.1867,27.4390,122.0
122.000,29.8451,29.1178,2.1867,27.4390,122.0
122.040,29.8435,29.1187,2.0533,29.2208,122.0
122.080,29.8420,29.1196,2.0533,29.2208,122.1
122.120,29.8400,29.1204,2.0533,29.2208,122.1
122.160,29.8358,29.1173,2.0533,29.2208,122.2
122.200,29.8317,29.1175,2.0533,29.2208,122.2
122.240,29.8292,29.1191,2.0533,29.2208,122.2
122.280,29.8297,29.1242,2.0533,29.2208,122.3
122.320,29.8258,29.1214,2.0533,29.2208,122.3
122.360,29.8259,29.1283,2.0533,29.2208,122.4
122.400,29.8218,29.1307,2.0533,29.2208,122.4
122.440,29.8174,29.1380,2.0533,29.2208,122.4
122.480,29.8211,29.1425,2.0533,29.2208,122.5
122.520,29.8286,29.1517,2.0533,29.2208,122.5
122.560,29.8323,29.1613,2.0533,29.2208,122.6
122.600,29.8417,29.1675,2.0533,29.2208,122.6
122.640,29.8444,29.1709,2.0533,29.2208,122.6
122.680,29.8471,29.1744,2.0533,29.2208,122.7
122.720,29.8498,29.1778,2.0533,29.2208,122.7
122.760,29.8524,29.1812,2.0533,29.2208,122.8
122.800,29.9316,29.2223,2.0533,29.2208,122.8
122.840,29.9409,29.2286,2.0533,29.2208,122.8
122.880,29.9503,29.2348,2.0533,29.2208,122.9
122.920,29.9596,29.2410,2.0533,29.2208,122.9
122.960,29.9819,29.2539,2.0533,29.2208,123.0
123.000,30.0402,29.2757,2.0533,29.2208,123.0
123.040,30.0546,29.2795,2.0533,29.2208,123.0
123.080,30.0689,29.2833,2.0533,29.2208,123.1
123.120,30.1554,29.3243,2.0533,29.2208,123.1
123.160,30.1834,29.3409,2.0533,29.2208,123.2
123.200,30.2136,29.3517,2.0533,29.2208,123.2
123.240,30.2391,29.3667,2.0533,29.2208,123.2
123.280,30.2584,29.3716,2.0533,29.2208,123.3
123.320,30.2838,29.3832,2.0533,29.2208,123.3
123.360,30.3063,29.3891,2.0533,29.2208,123.4
123.400,30.3156,29.3926,2.0533,29.2208,123.4
123.440,30.3249,29.3961,2.0533,29.2208,123.4
123.480,30.3595,29.4071,2.0533,29.2208,123.5
123.520,30.3804,29.4109,2.0533,29.2208,123.5
123.560,30.3900,29.4129,2.0533,29.2208,123.6
123.600,30.4097,29.4201,2.0533,29.2208,123.6
123.640,30.4271,29.4269,2.0533,29.2208,123.6
123.680,30.4396,29.4256,2.0533,29.2208,123.7
123.720,30.4619,29.4352,2.0533,29.2208,123.7
123.760,30.4752,29.4354,2.0533,29.2208,123.8
123.800,30.4844,29.4426,2.0533,29.2208,123.8
123.840,30.5040,29.4510,2.0533,29.2208,123.8
123.880,30.5141,29.4532,2.0533,29.2208,123.9
123.920,30.5272,29.4650,2.0533,29.2208,123.9
123.960,30.5438,29.4715,2.0533,29.2208,124.0
124.000,30.5478,29.4766,2.0533,29.2208,124.0
124.040,30.5519,29.4817,2.0533,29.2208,124.0
124.080,30.5674,29.4879,2.0533,29.2208,124.1
124.120,30.6031,29.5064,2.0533,29.2208,124.1
124.160,30.6180,29.5127,2.0533,29.2208,124.2
124.200,30.6351,29.5216,2.0533,29.2208,124.2
124.240,30.6555,29.5299,2.0533,29.2208,124.2
124.280,30.6773,29.5355,2.0533,29.2208,124.3
124.320,30.6953,29.5454,2.0933,28.6624,124.3
124.360,30.7232,29.5555,2.0933,28.6624,124.4
124.400,30.7406,29.5560,2.0933,28.6624,124.4
124.440,30.7580,29.5654,2.0933,28.6624,124.4
124.480,30.7797,29.5663,2.0933,28.6624,124.5
124.520,30.8035,29.5780,2.0933,28.6624,124.5
124.560,30.8230,29.5862,2.0933,28.6624,124.6
124.600,30.8404,29.5932,2.0933,28.6624,124.6
124.640,30.8594,29.5965,2.0933,28.6624,124.6
124.680,30.8762,29.6018,2.0933,28.6624,124.7
124.720,30.8987,29.6089,2.0933,28.6624,124.7
124.760,30.9136,29.6143,2.0933,28.6624,124.8
124.800,30.9213,29.6166,2.0933,28.6624,124.8
124.840,30.9289,29.6189,2.0933,28.6624,124.8
124.880,30.9449,29.6238,2.0933,28.6624,124.9
124.920,30.9693,29.6229,2.0933,28.6624,124.9
124.960,30.9734,29.6173,2.0933,28.6624,125.0
125.000,30.9744,29.6139,2.0933,28.6624,125.0
125.040,30.9754,29.6106,2.0933,28.6624,125.0
125.080,30.9764,29.6072,2.0933,28.6624,125.1
125.120,30.9771,29.6010,2.0933,28.6624,125.1
125.160,30.9570,29.5556,2.0933,28.6624,125.2
125.200,30.9489,29.5458,2.0933,28.6624,125.2
125.240,30.9298,29.5278,2.0933,28.6624,125.2
125.280,30.9045,29.5105,2.0933,28.6624,125.3
125.320,30.8817,29.4910,2.0933,28.6624,125.3
125.360,30.8529,29.4791,2.0933,28.6624,125.4
125.400,30.8396,29.4712,2.0933,28.6624,125.4
125.440,30.8262,29.4634,2.0933,28.6624,125.4
125.480,30.7526,29.4267,2.0933,28.6624,125.5
125.520,30.7177,29.4032,2.0933,28.6624,125.5
125.560,30.6792,29.3931,2.0933,28.6624,125.6
125.600,30.6455,29.3855,2.0933,28.6624,125.6
125.640,30.6121,29.3716,2.0933,28.6624,125.6
125.680,30.5737,29.3545,2.0933,28.6624,125.7
125.720,30.5377,29.3464,2.0933,28.6624,125.7
125.760,30.5034,29.3330,2.0933,28.6624,125.8
125.800,30.4709,29.3244,2.0933,28.6624,125.8
125.840,30.4541,29.3187,2.0933,28.6624,125.8
125.880,30.4373,29.3129,2.0933,28.6624,125.9
125.920,30.4146,29.3056,2.0933,28.6624,125.9
125.960,30.3764,29.2898,2.0933,28.6624,126.0
126.000,30.3638,29.2901,2.0933,28.6624,126.0
126.040,30.3520,29.2863,2.0933,28.6624,126.0
126.080,30.3511,29.2912,2.0933,28.6624,126.1
126.120,30.3455,29.2912,2.0933,28.6624,126.1
126.160,30.3562,29.2966,2.0933,28.6624,126.2
126.200,30.3580,29.3004,2.0933,28.6624,126.2
126.240,30.3599,29.3042,2.0933,28.6624,126.2
126.280,30.3668,29.3046,2.0933,28.6624,126.3
126.320,30.4036,29.3193,2.0933,28.6624,126.3
126.360,30.4137,29.3248,2.2400,26.7857,126.4
126.400,30.4237,29.3304,2.2400,26.7857,126.4
126.440,30.4624,29.3427,2.2400,26.7857,126.4
126.480,30.4770,29.3471,2.2400,26.7857,126.5
126.520,30.4916,29.3516,2.2400,26.7857,126.5
126.560,30.5242,29.3665,2.2400,26.7857,126.6
126.600,30.5443,29.3729,2.2400,26.7857,126.6
126.640,30.5645,29.3794,2.2400,26.7857,126.6
126.680,30.5847,29.3858,2.2400,26.7857,126.7
126.720,30.6229,29.4030,2.2400,26.7857,126.7
126.760,30.6552,29.4108,2.2400,26.7857,126.8
126.800,30.7578,29.4479,2.2400,26.7857,126.8
126.840,30.7953,29.4626,2.2400,26.7857,126.8
126.880,30.8283,29.4712,2.2400,26.7857,126.9
126.920,30.8635,29.4794,2.2400,26.7857,126.9
126.960,30.8983,29.4946,2.2400,26.7857,127.0
127.000,30.9321,29.5030,2.2400,26.7857,127.0
127.040,30.9678,29.5142,2.2400,26.7857,127.0
127.080,30.9924,29.5231,2.2400,26.7857,127.1
127.120,31.0095,29.5260,2.2400,26.7857,127.1
127.160,31.0266,29.5289,2.2400,26.7857,127.2
127.200,31.0363,29.5310,2.2400,26.7857,127.2
127.240,31.0461,29.5332,2.2400,26.7857,127.2
127.280,31.0558,29.5353,2.2400,26.7857,127.3
127.320,31.1109,29.5548,2.2400,26.7857,127.3
127.360,31.1847,29.5724,2.2400,26.7857,127.4
127.400,31.1979,29.5807,2.2400,26.7857,127.4
127.440,31.2111,29.5891,2.2400,26.7857,127.4
127.480,31.2482,29.5974,2.2400,26.7857,127.5
127.520,31.2724,29.6079,2.2400,26.7857,127.5
127.560,31.2877,29.6113,2.2400,26.7857,127.6
127.600,31.2959,29.6137,2.2400,26.7857,127.6
127.640,31.3040,29.6161,2.2400,26.7857,127.6
127.680,31.3096,29.6191,2.2400,26.7857,127.7
127.720,31.3152,29.6220,2.2400,26.7857,127.7
127.760,31.3208,29.6249,2.2400,26.7857,127.8
127.800,31.3673,29.6290,2.2400,26.7857,127.8
127.840,31.3733,29.6327,2.2400,26.7857,127.8
127.880,31.3793,29.6365,2.2400,26.7857,127.9
127.920,31.3863,29.6343,2.2400,26.7857,127.9
127.960,31.3877,29.6353,2.2400,26.7857,128.0
128.000,31.3892,29.6364,2.2400,26.7857,128.0
128.040,31.3952,29.6345,2.2400,26.7857,128.0
128.080,31.4084,29.6361,2.2400,26.7857,128.1
128.120,31.4081,29.6377,2.2400,26.7857,128.1
128.160,31.4079,29.6393,2.2400,26.7857,128.2
128.200,31.4141,29.6484,2.2400,26.7857,128.2
128.240,31.4149,29.6494,2.2400,26.7857,128.2
128.280,31.4157,29.6505,2.2400,26.7857,128.3
128.320,31.4165,29.6515,2.2400,26.7857,128.3
128.360,31.4173,29.6526,2.2400,26.7857,128.4
128.400,31.4165,29.6549,2.2400,26.7857,128.4
128.440,31.4157,29.6572,2.2400,26.7857,128.4
128.480,31.4101,29.6772,2.2400,26.7857,128.5
128.520,31.4089,29.6860,2.2400,26.7857,128.5
128.560,31.4079,29.6885,2.2400,26.7857,128.6
128.600,31.4068,29.6910,2.2400,26.7857,128.6
128.640,31.4058,29.6935,2.2400,26.7857,128.6
128.680,31.3795,29.6745,2.2400,26.7857,128.7
128.720,31.3755,29.6737,2.2400,26.7857,128.7
128.760,31.3716,29.6729,2.2400,26.7857,128.8
128.800,31.3676,29.6721,2.2400,26.7857,128.8
128.840,31.3041,29.6188,2.2400,26.7857,128.8
128.880,31.2769,29.6076,2.2400,26.7857,128.9
128.920,31.2400,29.5896,2.2400,26.7857,128.9
128.960,31.2207,29.5783,2.2400,26.7857,129.0
129.000,31.2013,29.5669,2.2400,26.7857,129.0
129.040,31.1155,29.5343,2.2400,26.7857,129.0
129.080,31.0924,29.5246,2.2400,26.7857,129.1
129.120,31.0693,29.5150,2.2400,26.7857,129.1
129.160,31.0234,29.5034,2.2400,26.7857,129.2
129.200,30.9979,29.4938,2.2400,26.7857,129.2
129.240,30.9723,29.4841,2.2400,26.7857,129.2
129.280,30.9468,29.4744,2.2400,26.7857,129.3
129.320,30.9213,29.4648,2.2400,26.7857,129.3
129.360,30.8832,29.4549,2.2400,26.7857,129.4
129.400,30.8713,29.4509,2.2400,26.7857,129.4
129.440,30.8595,29.4470,2.2400,26.7857,129.4
129.480,30.8476,29.4430,2.2400,26.7857,129.5
129.520,30.8357,29.4391,2.2400,26.7857,129.5
129.560,30.7530,29.4168,2.2400,26.7857,129.6
129.600,30.6703,29.3946,2.2400,26.7857,129.6
129.640,30.5876,29.3723,2.2400,26.7857,129.6
129.680,30.5332,29.3681,2.2400,26.7857,129.7
129.720,30.5222,29.3714,2.2400,26.7857,129.7
129.760,30.5193,29.3728,2.2400,26.7857,129.8
129.800,30.5164,29.3743,2.2400,26.7857,129.8
129.840,30.5109,29.3779,2.2400,26.7857,129.8
129.880,30.5053,29.3816,2.2400,26.7857,129.9
129.920,30.5044,29.3841,2.2400,26.7857,129.9
129.960,30.5036,29.3866,2.2400,26.7857,130.0
130.000,30.5011,29.3912,2.2400,26.7857,130.0
130.040,30.5038,29.3998,2.2400,26.7857,130.0
130.080,30.5110,29.4077,2.6800,22.3881,130.1
130.120,30.5182,29.4157,2.6800,22.3881,130.1
130.160,30.5288,29.4256,2.6800,22.3881,130.2
130.200,30.5395,29.4354,2.6800,22.3881,130.2
130.240,30.5628,29.4543,2.6800,22.3881,130.2
130.280,30.5686,29.4552,2.6800,22.3881,130.3
130.320,30.5851,29.4708,2.6800,22.3881,130.3
130.360,30.6057,29.4851,2.6800,22.3881,130.4
130.400,30.6126,29.4922,2.6800,22.3881,130.4
130.440,30.6168,29.4959,2.6800,22.3881,130.4
130.480,30.6210,29.4995,2.6800,22.3881,130.5
130.520,30.6252,29.5032,2.6800,22.3881,130.5
130.560,30.6343,29.5075,2.6800,22.3881,130.6
130.600,30.6717,29.5332,2.6800,22.3881,130.6
130.640,30.6759,29.5383,2.6800,22.3881,130.6
130.680,30.6800,29.5433,2.6800,22.3881,130.7
130.720,30.6992,29.5587,2.6800,22.3881,130.7
130.760,30.7069,29.5653,2.6800,22.3881,130.8
130.800,30.7145,29.5720,2.6800,22.3881,130.8
130.840,30.7229,29.5828,2.6800,22.3881,130.8
130.880,30.7261,29.5881,2.6800,22.3881,130.9
130.920,30.7294,29.5934,2.6800,22.3881,130.9
130.960,30.7319,29.5980,2.6800,22.3881,131.0
131.000,30.7344,29.6026,2.6800,22.3881,131.0
131.040,30.7423,29.6108,2.6800,22.3881,131.0
131.080,30.7502,29.6189,2.6800,22.3881,131.1
131.120,30.7544,29.6317,2.6800,22.3881,131.1
131.160,30.7544,29.6355,2.6800,22.3881,131.2
131.200,30.7555,29.6340,2.6800,22.3881,131.2
131.240,30.7520,29.6289,2.6800,22.3881,131.2
131.280,30.7463,29.6185,2.6800,22.3881,131.3
131.320,30.7455,29.6175,2.6800,22.3881,131.3
131.360,30.7448,29.6164,2.6800,22.3881,131.4
131.400,30.7440,29.6154,2.6800,22.3881,131.4
131.440,30.7433,29.6144,2.6800,22.3881,131.4
131.480,30.7425,29.6134,2.6800,22.3881,131.5
131.520,30.7418,29.6124,2.6800,22.3881,131.5
131.560,30.7390,29.6102,2.6800,22.3881,131.6
131.600,30.7363,29.6081,2.6800,22.3881,131.6
131.640,30.7336,29.6060,2.6800,22.3881,131.6
131.680,30.7308,29.6038,2.6800,22.3881,131.7
131.720,30.7281,29.6017,2.6800,22.3881,131.7
131.760,30.7254,29.5996,2.6800,22.3881,131.8
131.800,30.7226,29.5974,2.6800,22.3881,131.8
131.840,30.7199,29.5953,2.6800,22.3881,131.8
131.880,30.7172,29.5931,2.6800,22.3881,131.9
131.920,30.6976,29.5847,2.6800,22.3881,131.9
131.960,30.6907,29.5805,2.6800,22.3881,132.0
132.000,30.6837,29.5763,2.6800,22.3881,132.0
132.040,30.6768,29.5721,2.6800,22.3881,132.0
132.080,30.6509,29.5575,2.6800,22.3881,132.1
132.120,30.6188,29.5447,2.6800,22.3881,132.1
132.160,30.4970,29.4991,2.6800,22.3881,132.2
132.200,30.3753,29.4536,2.6800,22.3881,132.2
132.240,30.2535,29.4080,2.6800,22.3881,132.2
132.280,30.1317,29.3624,2.6800,22.3881,132.3
132.320,30.0703,29.3424,2.6800,22.3881,132.3
132.360,30.0660,29.3407,2.6800,22.3881,132.4
132.400,30.0618,29.3389,2.6800,22.3881,132.4
132.440,30.0575,29.3372,2.6800,22.3881,132.4
132.480,30.0560,29.3368,2.6800,22.3881,132.5
132.520,30.0546,29.3365,2.6800,22.3881,132.5
132.560,30.0531,29.3361,2.6800,22.3881,132.6
132.600,30.0516,29.3358,2.6800,22.3881,132.6
132.640,30.0501,29.3355,2.6800,22.3881,132.6
132.680,30.0542,29.3352,2.6800,22.3881,132.7
132.720,30.0652,29.3379,2.6800,22.3881,132.7
132.760,30.0763,29.3407,2.8133,21.3270,132.8
132.800,30.0873,29.3435,2.8133,21.3270,132.8
132.840,30.0983,29.3462,2.8133,21.3270,132.8
132.880,30.1094,29.3490,2.8133,21.3270,132.9
132.920,30.1204,29.3517,2.8133,21.3270,132.9
132.960,30.1340,29.3651,2.8133,21.3270,133.0
133.000,30.1647,29.3743,2.8133,21.3270,133.0
133.040,30.1955,29.3835,2.8133,21.3270,133.0
133.080,30.2412,29.4063,2.8133,21.3270,133.1
133.120,30.2438,29.4067,2.8133,21.3270,133.1
133.160,30.2464,29.4071,2.8133,21.3270,133.2
133.200,30.2490,29.4075,2.8133,21.3270,133.2
133.240,30.2516,29.4080,2.8133,21.3270,133.2
133.280,30.2542,29.4084,2.8133,21.3270,133.3
133.320,30.2742,29.4222,2.8133,21.3270,133.3
133.360,30.2942,29.4360,2.8133,21.3270,133.4
133.400,30.3010,29.4394,2.8133,21.3270,133.4
133.440,30.3078,29.4428,2.8133,21.3270,133.4
133.480,30.3176,29.4490,2.8133,21.3270,133.5
133.520,30.3300,29.4563,2.8133,21.3270,133.5
133.560,30.3424,29.4635,2.8133,21.3270,133.6
133.600,30.3744,29.4496,2.8133,21.3270,133.6
133.640,30.3734,29.4473,2.8133,21.3270,133.6
133.680,30.3725,29.4450,2.8133,21.3270,133.7
133.720,30.3652,29.4375,2.8133,21.3270,133.7
133.760,30.3579,29.4301,2.8133,21.3270,133.8
133.800,30.3369,29.4171,2.8133,21.3270,133.8
133.840,30.3194,29.4021,2.8133,21.3270,133.8
133.880,30.3010,29.3966,2.8133,21.3270,133.9
133.920,30.2898,29.3911,2.8133,21.3270,133.9
133.960,30.2786,29.3855,2.8133,21.3270,134.0
134.000,30.2545,29.3750,2.8133,21.3270,134.0
134.040,30.2304,29.3645,2.8133,21.3270,134.0
134.080,30.1791,29.3493,2.8133,21.3270,134.1
134.120,30.1536,29.3438,2.8133,21.3270,134.1
134.160,30.1284,29.3379,2.8133,21.3270,134.2
134.200,30.1137,29.3310,2.8133,21.3270,134.2
134.240,30.0990,29.3241,2.8133,21.3270,134.2
134.280,30.0504,29.3106,2.8133,21.3270,134.3
134.320,30.0444,29.3089,2.8133,21.3270,134.3
134.360,30.0385,29.3072,2.8133,21.3270,134.4
134.400,30.0326,29.3055,2.8133,21.3270,134.4
134.440,30.0248,29.3025,2.8133,21.3270,134.4
134.480,30.0171,29.2995,2.8133,21.3270,134.5
134.520,30.0094,29.2965,2.8133,21.3270,134.5
134.560,29.9532,29.2819,2.8133,21.3270,134.6
134.600,29.9371,29.2801,2.8133,21.3270,134.6
134.640,29.9210,29.2784,2.8133,21.3270,134.6
134.680,29.9080,29.2797,2.8133,21.3270,134.7
